"KPI","Date","Region","Country Code","Market","Brand","Segment","Series","Model Range","Drivetrain Category","Model Code","Value Actual","Benchmark"
"Order Intake - All","2026-06-01 00:00:00","C1","CZ","CEEU","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,2
"Order Intake - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","MKL+","5 Series","G61","NON-BEV","41GV",147,169
"Order Intake - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,1
"Order Intake - All","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,7
"Order Intake - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,
"Order Intake - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,3
"Order Intake - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,7
"Order Intake - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,4
"Order Intake - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,6
"Order Intake - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,1
"Order Intake - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,
"Order Intake - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,1
"Retail - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,23
"Retail - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,1
"Retail - All","2026-06-01 00:00:00","C1","BG","CEEU","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,
"Retail - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,6
"Retail - All","2026-06-01 00:00:00","C1","CZ","CEEU","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,5
"Retail - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","MKL+","5 Series","G61","NON-BEV","41GV",160,74
"Retail - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,1
"Retail - All","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,5
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,5
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,7
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,13
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,14
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,1
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,1
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","MKL+","5 Series","G61","NON-BEV","41GV",,
"Order Intake - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","KKL+","4 Series","G26","NON-BEV","41HC",,4
"Order Intake - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","KKL+","4 Series","G26","NON-BEV","41HC",,4
"Order Intake - All","2026-06-01 00:00:00","C1","BG","CEEU","BMW","KKL+","4 Series","G26","NON-BEV","41HC",,
"Order Intake - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","KKL+","4 Series","G26","NON-BEV","41HC",,4
"Order Intake - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","KKL+","4 Series","G26","NON-BEV","41HC",11,48
"Order Intake - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","KKL+","4 Series","G26","NON-BEV","41HC",,4
"Order Intake - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","KKL+","4 Series","G26","NON-BEV","41HC",,2
"Order Intake - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","4 Series","G26","NON-BEV","41HC",,4
"Order Intake - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","4 Series","G26","NON-BEV","41HC",,
"Order Intake - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","4 Series","G26","NON-BEV","41HC",,15
"Order Intake - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","KKL+","4 Series","G26","NON-BEV","41HC",,4
"Retail - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","KKL+","4 Series","G26","NON-BEV","41HC",,2
"Retail - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","KKL+","4 Series","G26","NON-BEV","41HC",,4
"Retail - All","2026-06-01 00:00:00","C1","BG","CEEU","BMW","KKL+","4 Series","G26","NON-BEV","41HC",,2
"Retail - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","KKL+","4 Series","G26","NON-BEV","41HC",,6
"Retail - All","2026-06-01 00:00:00","C1","CZ","CEEU","BMW","KKL+","4 Series","G26","NON-BEV","41HC",,1
"Retail - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","KKL+","4 Series","G26","NON-BEV","41HC",18,50
"Retail - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","KKL+","4 Series","G26","NON-BEV","41HC",,10
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","KKL+","4 Series","G26","NON-BEV","41HC",,7
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","4 Series","G26","NON-BEV","41HC",,4
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","4 Series","G26","NON-BEV","41HC",,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","4 Series","G26","NON-BEV","41HC",,35
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","KKL+","4 Series","G26","NON-BEV","41HC",,2
"Order Intake - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","KKL+","4 Series","G26","BEV","41HD",,7
"Order Intake - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","KKL+","4 Series","G26","BEV","41HD",,4
"Order Intake - All","2026-06-01 00:00:00","C1","BG","CEEU","BMW","KKL+","4 Series","G26","BEV","41HD",,2
"Order Intake - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","KKL+","4 Series","G26","BEV","41HD",,10
"Order Intake - All","2026-06-01 00:00:00","C1","CZ","CEEU","BMW","KKL+","4 Series","G26","BEV","41HD",,2
"Order Intake - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","KKL+","4 Series","G26","BEV","41HD",66,98
"Order Intake - All","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","4 Series","G26","BEV","41HD",,16
"Order Intake - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","4 Series","G26","BEV","41HD",,
"Order Intake - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","KKL+","4 Series","G26","BEV","41HD",,1
"Order Intake - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","4 Series","G26","BEV","41HD",,10
"Order Intake - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","4 Series","G26","BEV","41HD",,
"Order Intake - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","4 Series","G26","BEV","41HD",,2
"Order Intake - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","KKL+","4 Series","G26","BEV","41HD",,4
"Order Intake - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","KKL+","4 Series","G26","BEV","41HD",,1
"Order Intake - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","KKL+","4 Series","G26","BEV","41HD",,
"Retail - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","KKL+","4 Series","G26","BEV","41HD",,40
"Retail - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","KKL+","4 Series","G26","BEV","41HD",,11
"Retail - All","2026-06-01 00:00:00","C1","BG","CEEU","BMW","KKL+","4 Series","G26","BEV","41HD",,1
"Retail - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","KKL+","4 Series","G26","BEV","41HD",,13
"Retail - All","2026-06-01 00:00:00","C1","CZ","CEEU","BMW","KKL+","4 Series","G26","BEV","41HD",,2
"Retail - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","KKL+","4 Series","G26","BEV","41HD",113,77
"Retail - All","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","4 Series","G26","BEV","41HD",,10
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","4 Series","G26","BEV","41HD",,1
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","KKL+","4 Series","G26","BEV","41HD",,3
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","4 Series","G26","BEV","41HD",,14
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","4 Series","G26","BEV","41HD",,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","4 Series","G26","BEV","41HD",,2
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","KKL+","4 Series","G26","BEV","41HD",,3
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","KKL+","4 Series","G26","BEV","41HD",,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","KKL+","4 Series","G26","BEV","41HD",,1
"Order Intake - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","MKL+","5 Series","G60","BEV","41HG",,
"Order Intake - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","MKL+","5 Series","G60","BEV","41HG",,7
"Order Intake - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","MKL+","5 Series","G60","BEV","41HG",,4
"Order Intake - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","MKL+","5 Series","G60","BEV","41HG",2,11
"Order Intake - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","5 Series","G60","BEV","41HG",,2
"Order Intake - All","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","G60","BEV","41HG",,1
"Order Intake - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","5 Series","G60","BEV","41HG",,1
"Order Intake - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","5 Series","G60","BEV","41HG",,1
"Order Intake - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","5 Series","G60","BEV","41HG",,1
"Order Intake - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","5 Series","G60","BEV","41HG",,
"Retail - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","MKL+","5 Series","G60","BEV","41HG",,
"Retail - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","MKL+","5 Series","G60","BEV","41HG",,1
"Retail - All","2026-06-01 00:00:00","C1","BG","CEEU","BMW","MKL+","5 Series","G60","BEV","41HG",,
"Retail - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","MKL+","5 Series","G60","BEV","41HG",,1
"Retail - All","2026-06-01 00:00:00","C1","CZ","CEEU","BMW","MKL+","5 Series","G60","BEV","41HG",,
"Retail - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","MKL+","5 Series","G60","BEV","41HG",7,11
"Retail - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","5 Series","G60","BEV","41HG",,1
"Retail - All","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","G60","BEV","41HG",,1
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","5 Series","G60","BEV","41HG",,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","5 Series","G60","BEV","41HG",,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","5 Series","G60","BEV","41HG",,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","5 Series","G60","BEV","41HG",,1
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","MKL+","5 Series","G60","BEV","41HG",,
"Retail - All","2026-06-01 00:00:00","C3","KR","KOREA","BMW","MKL+","5 Series","G60","BEV","41HG",,17
"Order Intake - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","KKL+","4 Series","G82","NON-BEV","41HK",,1
"Order Intake - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","KKL+","4 Series","G82","NON-BEV","41HK",3,26
"Order Intake - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","KKL+","4 Series","G82","NON-BEV","41HK",,2
"Order Intake - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","4 Series","G82","NON-BEV","41HK",,
"Order Intake - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","4 Series","G82","NON-BEV","41HK",,1
"Order Intake - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","4 Series","G82","NON-BEV","41HK",,1
"Order Intake - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","4 Series","G82","NON-BEV","41HK",,
"Order Intake - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","KKL+","4 Series","G82","NON-BEV","41HK",,3
"Retail - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","KKL+","4 Series","G82","NON-BEV","41HK",,1
"Retail - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","KKL+","4 Series","G82","NON-BEV","41HK",,1
"Retail - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","KKL+","4 Series","G82","NON-BEV","41HK",5,5
"Retail - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","KKL+","4 Series","G82","NON-BEV","41HK",,1
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","4 Series","G82","NON-BEV","41HK",,1
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","KKL+","4 Series","G82","NON-BEV","41HK",,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","4 Series","G82","NON-BEV","41HK",,1
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","4 Series","G82","NON-BEV","41HK",,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","4 Series","G82","NON-BEV","41HK",,4
"Order Intake - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","4 Series","G26","BEV","42AW",,10
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","4 Series","G26","BEV","42AW",,7
"Order Intake - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","4 Series","G83","NON-BEV","42BA",,23
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","4 Series","G83","NON-BEV","42BA",,23
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","KKL+","4 Series","G83","NON-BEV","42BA",,9
"Order Intake - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","iX","I20","BEV","42CF",,83
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","iX","I20","BEV","42CF",,404
"Order Intake - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","UKL2+","2 Series","G87","NON-BEV","42DM",,
"Order Intake - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","X4","G02","NON-BEV","42DT",,
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","X4","G02","NON-BEV","42DT",,
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","KKL+","X3","G08","BEV","42DU",,1
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","UKL2+","X1","U11","NON-BEV","42EG",,741
"Order Intake - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","7 Series","G70","NON-BEV","42EH",,24
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","7 Series","G70","NON-BEV","42EH",,34
"Order Intake - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","7 Series","G70","BEV","42EJ",,15
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","GKL+","7 Series","G70","BEV","42EJ",,54
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","GKL+","7 Series","G70","BEV","42EJ",,
"Order Intake - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","X5","G05","NON-BEV","42EU",,325
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","X5","G05","NON-BEV","42EU",,500
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","MKL+","X5","G05","NON-BEV","42EU",,2
"Order Intake - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","X6","G06","NON-BEV","42EX",,5
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","X6","G06","NON-BEV","42EX",,5
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","MKL+","X6","G06","NON-BEV","42EX",,2
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","KKL+","3 Series","G20","NON-BEV","42FF",,10
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","MKL+","5 Series","G60","BEV","42FK",,1
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","KKL+","3 Series","G20","NON-BEV","42FU",,8
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","KKL+","3 Series","G20","NON-BEV","42GK",,2
"Order Intake - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","3 Series","G21","NON-BEV","42GL",,168
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","KKL+","3 Series","G21","NON-BEV","42GL",,293
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","UKL2+","X2","U10","NON-BEV","42GM",,36
"Order Intake - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","G61","NON-BEV","42GV",,2
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","G61","NON-BEV","42GV",,2
"Order Intake - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","G60","BEV","42HG",,48
"Retail - All","2026-06-01 00:00:00","C1","GB","UNITED KINGDOM","BMW","MKL+","5 Series","G60","BEV","42HG",,62
"Retail - All","2026-06-01 00:00:00","C3","JP","JAPAN","BMW","MKL+","5 Series","G60","BEV","42HG",,
"Retail - All","2026-06-01 00:00:00","C4","US","UNITED STATES OF AMERICA","BMW","KKL+","3 Series","G80","NON-BEV","43AY",,
"Retail - All","2026-06-01 00:00:00","C4","US","UNITED STATES OF AMERICA","BMW","KKL+","4 Series","G83","NON-BEV","43BA",,103
"Retail - All","2026-06-01 00:00:00","C4","US","UNITED STATES OF AMERICA","BMW","MKL+","iX","I20","BEV","43CF",,88
"Retail - All","2026-06-01 00:00:00","C4","US","UNITED STATES OF AMERICA","BMW","UKL2+","2 Series","G42","NON-BEV","43CM",,50
"Retail - All","2026-06-01 00:00:00","C4","US","UNITED STATES OF AMERICA","BMW","KKL+","4 Series","G22","NON-BEV","43DA",,158
"Retail - All","2026-06-01 00:00:00","C4","US","UNITED STATES OF AMERICA","BMW","KKL+","X3","G01","NON-BEV","43DP",,
"Retail - All","2026-06-01 00:00:00","C4","US","UNITED STATES OF AMERICA","BMW","KKL+","X4","G02","NON-BEV","43DT",,8
"Retail - All","2026-06-01 00:00:00","C4","US","UNITED STATES OF AMERICA","BMW","GKL+","7 Series","G70","NON-BEV","43EH",,67
"Retail - All","2026-06-01 00:00:00","C4","US","UNITED STATES OF AMERICA","BMW","GKL+","7 Series","G70","BEV","43EJ",,101
"Retail - All","2026-06-01 00:00:00","C4","US","UNITED STATES OF AMERICA","BMW","GKL+","X7","G07","NON-BEV","43EM",,55
"Retail - All","2026-06-01 00:00:00","C4","US","UNITED STATES OF AMERICA","BMW","MKL+","X5","G05","NON-BEV","43EU",,1811
"Retail - All","2026-06-01 00:00:00","C4","US","UNITED STATES OF AMERICA","BMW","MKL+","X6","G06","NON-BEV","43EX",,267
"Retail - All","2026-06-01 00:00:00","C4","US","UNITED STATES OF AMERICA","BMW","MKL+","5 Series","G60","NON-BEV","43FJ",,618
"Retail - All","2026-06-01 00:00:00","C4","US","UNITED STATES OF AMERICA","BMW","MKL+","5 Series","G60","BEV","43FK",,
"Retail - All","2026-06-01 00:00:00","C4","US","UNITED STATES OF AMERICA","BMW","KKL+","4 Series","G26","BEV","43HD",,482
"Retail - All","2026-06-01 00:00:00","C4","US","UNITED STATES OF AMERICA","BMW","MKL+","5 Series","G60","BEV","43HG",,71
"Retail - All","2026-06-01 00:00:00","C4","US","UNITED STATES OF AMERICA","BMW","KKL+","4 Series","G82","NON-BEV","43HK",,
"Retail - All","2026-06-01 00:00:00","C4","US","UNITED STATES OF AMERICA","BMW","KKL+","X3","G01","NON-BEV","47DP",,
"Order Intake - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","KKL+","3 Series","G20","NON-BEV","48FF",,2
"Order Intake - All","2026-06-01 00:00:00","C1","BG","CEEU","BMW","KKL+","3 Series","G20","NON-BEV","48FF",,
"Order Intake - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","KKL+","3 Series","G20","NON-BEV","48FF",,1
"Order Intake - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","KKL+","3 Series","G20","NON-BEV","48FF",2,6
"Order Intake - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","KKL+","3 Series","G20","NON-BEV","48FF",,1
"Order Intake - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","KKL+","3 Series","G20","NON-BEV","48FF",,1
"Order Intake - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","KKL+","3 Series","G20","NON-BEV","48FF",,2
"Order Intake - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","3 Series","G20","NON-BEV","48FF",,
"Order Intake - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","3 Series","G20","NON-BEV","48FF",,
"Order Intake - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","3 Series","G20","NON-BEV","48FF",,19
"Retail - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","KKL+","3 Series","G20","NON-BEV","48FF",,1
"Retail - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","KKL+","3 Series","G20","NON-BEV","48FF",1,
"Retail - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","KKL+","3 Series","G20","NON-BEV","48FF",,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","KKL+","3 Series","G20","NON-BEV","48FF",,1
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","3 Series","G20","NON-BEV","48FF",,
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","3 Series","G20","NON-BEV","48FF",,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","3 Series","G20","NON-BEV","48FF",,
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","KKL+","3 Series","G20","NON-BEV","48FF",,1
"Order Intake - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","KKL+","3 Series","G20","NON-BEV","48FU",,
"Order Intake - All","2026-06-01 00:00:00","C1","BG","CEEU","BMW","KKL+","3 Series","G20","NON-BEV","48FU",,1
"Order Intake - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","KKL+","3 Series","G20","NON-BEV","48FU",,13
"Order Intake - All","2026-06-01 00:00:00","C1","CZ","CEEU","BMW","KKL+","3 Series","G20","NON-BEV","48FU",,
"Order Intake - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","KKL+","3 Series","G20","NON-BEV","48FU",11,6
